DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code,,FY_Source,clean_Realized P/L,clean_Asset Category,Qty_v,Prc_v,Date_v
Order,Forex,USD,AUD.USD,"2025-04-08, 7:00:00",0.00659529,0.59873957,,-0.003948861,0,,,-2e-06,,,FY25,,Forex,0.00659529,0.59873957,2025-04-08
Order,Forex,USD,AUD.USD,"2025-04-23, 9:00:24",-996.86,0.63615,,634.152489,-3.117,,,0.344789,,,FY25,,Forex,-996.86,0.63615,2025-04-23
Order,Forex,USD,AUD.USD,"2025-04-24, 9:46:28",-248.74,0.63674,,158.3827076,0,,,-1.647138,AFx,,FY25,,Forex,-248.74,0.63674,2025-04-24
Order,Forex,USD,AUD.USD,"2025-04-24, 9:46:29",-0.02,0.63674,,0.0127348,0,,,-0.000132,AFx,,FY25,,Forex,-0.02,0.63674,2025-04-24
Order,Forex,USD,AUD.USD,"2025-04-24, 9:46:29",248.76,0.6373,,-158.534748,0,,,1.42994,AFx,,FY25,,Forex,248.76,0.6373,2025-04-24
Order,Forex,USD,AUD.USD,"2025-04-25, 7:00:00",-0.00197009,0.64076419,,0.001262361,0,,,-1e-06,,,FY25,,Forex,-0.00197009,0.64076419,2025-04-25
Order,Forex,USD,AUD.USD,"2025-05-06, 7:00:00",0.95448634,0.64705064,,-0.617601,0,,,-0.000263,,,FY25,,Forex,0.95448634,0.64705064,2025-05-06
Order,Forex,USD,AUD.USD,"2025-06-05, 5:09:36",-182.73,0.64944,,118.6721712,0,,,0.060745,AFx,,FY25,,Forex,-182.73,0.64944,2025-06-05
Order,Forex,USD,AUD.USD,"2025-06-05, 5:09:36",-0.04,0.64944,,0.0259776,0,,,1.3e-05,AFx,,FY25,,Forex,-0.04,0.64944,2025-06-05
Order,Forex,USD,AUD.USD,"2025-06-05, 5:09:36",-1.54,0.64943,,1.0001222,0,,,0.000488,AFx,,FY25,,Forex,-1.54,0.64943,2025-06-05
Order,Forex,USD,AUD.USD,"2025-06-05, 7:00:00",-0.00271796,0.64901584,,0.001764,0,,,-1e-06,,,FY25,,Forex,-0.00271796,0.64901584,2025-06-05
Order,Forex,USD,AUD.USD,"2025-06-06, 4:59:00",-1.54,0.65079,,1.0022166,0,,,0.000607,AFx,,FY25,,Forex,-1.54,0.65079,2025-06-06
Order,Forex,USD,AUD.USD,"2025-06-06, 4:59:00",-446.95,0.6508,,290.87506,0,,,0.183142,AFx,,FY25,,Forex,-446.95,0.6508,2025-06-06
Order,Forex,USD,AUD.USD,"2025-06-06, 4:59:00",-0.11,0.65075,,0.0715825,0,,,3.7e-05,AFx,,FY25,,Forex,-0.11,0.65075,2025-06-06
Order,Forex,USD,AUD.USD,"2025-06-06, 5:10:17",-864.98,0.65115,,563.231727,-3.0806,,,0.819811,,,FY25,,Forex,-864.98,0.65115,2025-06-06
Order,Forex,USD,AUD.USD,"2025-06-06, 7:00:00",0.00335286,0.65066734,,-0.0021816,0,,,-1e-06,,,FY25,,Forex,0.00335286,0.65066734,2025-06-06
Order,Forex,USD,AUD.USD,"2025-06-06, 7:00:00",-0.00516309,0.65028862,,0.0033575,0,,,-2e-06,,,FY25,,Forex,-0.00516309,0.65028862,2025-06-06
Order,Stocks,USD,AMD,"2025-08-06, 19:34:03",2,164,163.12,-328,-1.000044,329.000044,0,-1.76,O,,FY26,0,Stocks,2.0,164.0,2025-08-06
Order,Stocks,USD,AMD,"2025-09-06, 5:58:06",2,151.05,151.14,-302.1,-1.000044,303.100044,0,0.18,O,,FY26,0,Stocks,2.0,151.05,2025-09-06
Order,Stocks,USD,AMD,"2025-11-08, 6:00:01",1,228.37,233.54,-228.37,-1.000022,229.370022,0,5.17,O,,FY26,0,Stocks,1.0,228.37,2025-11-08
Order,Stocks,USD,AMZN,"2025-09-24, 19:12:34",1,224.02,220.21,-224.02,-1.000022,225.020022,0,-3.81,O,,FY26,0,Stocks,1.0,224.02,2025-09-24
Order,Stocks,USD,AMZN,"2025-09-25, 5:44:01",2,219.5691,220.21,-439.1382,-1.000044,440.138244,0,1.2818,IA;O,,FY26,0,Stocks,2.0,219.5691,2025-09-25
Order,Stocks,USD,AMZN,"2025-09-25, 22:28:55",1,219.7,218.15,-219.7,-1.000022,220.700022,0,-1.55,O,,FY26,0,Stocks,1.0,219.7,2025-09-25
Order,Stocks,USD,AMZN,"2025-09-26, 18:21:41",1,219,219.78,-219,-1.000022,220.000022,0,0.78,O,,FY26,0,Stocks,1.0,219.0,2025-09-26
Order,Stocks,USD,AMZN,"2025-10-01, 18:40:02",2,217.7,220.63,-435.4,-1.000044,436.400044,0,5.86,O,,FY26,0,Stocks,2.0,217.7,2025-10-01
Order,Stocks,USD,AMZN,"2025-10-13, 20:07:36",1,221,220.07,-221,-1.000022,222.000022,0,-0.93,O,,FY26,0,Stocks,1.0,221.0,2025-10-13
Order,Stocks,USD,AMZN,"2026-01-22, 22:42:50",1,233.38,234.34,-233.38,-1,234.38,0,0.96,O,,FY26,0,Stocks,1.0,233.38,2026-01-22
Order,Stocks,USD,AMZN,"2026-02-03, 21:23:46",1,244.85,238.62,-244.85,-1,245.85,0,-6.23,O,,FY26,0,Stocks,1.0,244.85,2026-02-03
Order,Stocks,USD,AMZN,"2026-02-06, 22:14:10",1,205,210.32,-205,-1,206,0,5.32,O,,FY26,0,Stocks,1.0,205.0,2026-02-06
Order,Stocks,USD,ASTS,"2025-07-08, 0:21:06",1,45,45.69,-45,-0.450022,45.450022,0,0.69,O,,FY26,0,Stocks,1.0,45.0,2025-07-08
Order,Stocks,USD,ASTS,"2025-07-10, 5:31:29",1,43.27,42.5,-43.27,-0.432727,43.702727,0,-0.77,O,,FY26,0,Stocks,1.0,43.27,2025-07-10
Order,Stocks,USD,ASTS,"2025-07-25, 6:56:34",1,53.93,60.06,-53.93,-0.542322,54.472322,0,6.13,O,,FY26,0,Stocks,1.0,53.93,2025-07-25
Order,Stocks,USD,ASTS,"2025-07-25, 19:20:43",1,55,54.335,-55,-0.550022,55.550022,0,-0.665,O,,FY26,0,Stocks,1.0,55.0,2025-07-25
Order,Stocks,USD,ASTS,"2025-09-23, 23:30:13",-4,49,54.8,196,-1.000752,-199.175093,-4.175845,-23.2,C,,FY26,-4.175845,Stocks,-4.0,49.0,2025-09-23
Order,Stocks,USD,GOOGL,"2025-07-28, 19:36:51",1,193.97,192.58,-193.97,-1.000022,194.970022,0,-1.39,O,,FY26,0,Stocks,1.0,193.97,2025-07-28
Order,Stocks,USD,GOOGL,"2025-07-31, 7:01:25",1,195.4,196.53,-195.4,-1.000022,196.400022,0,1.13,O,,FY26,0,Stocks,1.0,195.4,2025-07-31
Order,Stocks,USD,GOOGL,"2025-09-16, 23:30:01",0.007,252,251.16,-1.764,-0.001764154,1.765764154,0,-0.0059,O;R,,FY26,0,Stocks,0.007,252.0,2025-09-16
Order,Stocks,USD,GOOGL,"2025-12-17, 1:33:55",0.0058,305.58,306.57,-1.772364,-0.001772364,1.774136364,0,0.0057,O;R,,FY26,0,Stocks,0.0058,305.58,2025-12-17
Order,Stocks,USD,GRAB,"2026-01-22, 20:09:02",10,4.45,4.55,-44.5,-0.445,44.945,0,1,O,,FY26,0,Stocks,10.0,4.45,2026-01-22
Order,Stocks,USD,GRAB,"2026-02-13, 20:00:30",5,4.26,4.13,-21.3,-0.213,21.513,0,-0.65,O,,FY26,0,Stocks,5.0,4.26,2026-02-13
Order,Stocks,USD,HIMS,"2025-07-07, 21:38:59",1,47,48.42,-47,-0.470022,47.470022,0,1.42,O,,FY26,0,Stocks,1.0,47.0,2025-07-07
Order,Stocks,USD,HIMS,"2025-07-12, 5:52:28",2,47.8,47.89,-95.6,-0.956044,96.556044,0,0.18,O,,FY26,0,Stocks,2.0,47.8,2025-07-12
Order,Stocks,USD,HIMS,"2025-09-25, 5:41:54",2,53.3,53.25,-106.6,-1.000044,107.600044,0,-0.1,O,,FY26,0,Stocks,2.0,53.3,2025-09-25
Order,Stocks,USD,HIMS,"2025-10-04, 5:58:25",2,52.6,52.54,-105.2,-1.000044,106.200044,0,-0.12,O,,FY26,0,Stocks,2.0,52.6,2025-10-04
Order,Stocks,USD,META,"2025-09-30, 23:30:01",0.0012,741.5,734.38,-0.8898,-0.000889826,0.890689826,0,-0.0085,O;R,,FY26,0,Stocks,0.0012,741.5,2025-09-30
Order,Stocks,USD,META,"2025-10-30, 22:11:17",1,685,666.47,-685,-1.000022,686.000022,0,-18.53,O,,FY26,0,Stocks,1.0,685.0,2025-10-30
Order,Stocks,USD,META,"2025-11-11, 6:45:44",0.4743,632.48,631.76,-299.985264,-1.000010435,300.985274435,0,-0.3415,FP;O,,FY26,0,Stocks,0.4743,632.48,2025-11-11
Order,Stocks,USD,META,"2025-12-25, 1:33:34",0.0023,664.44,667.55,-1.528212,-0.001528212,1.529740212,0,0.0072,O;R,,FY26,0,Stocks,0.0023,664.44,2025-12-25
Order,Stocks,USD,META,"2026-02-18, 5:59:24",0.521,641.95,639.29,-334.45595,-1,335.45595,0,-1.3859,O;RP,,FY26,0,Stocks,0.521,641.95,2026-02-18
Order,Stocks,USD,MSFT,"2025-09-12, 23:31:09",0.0014,505.15,509.9,-0.70721,-0.000707241,0.707917241,0,0.0066,O;R,,FY26,0,Stocks,0.0014,505.15,2025-09-12
Order,Stocks,USD,MSFT,"2025-12-13, 1:30:00",0.0016,480,478.53,-0.768,-0.000768,0.768768,0,-0.0024,O;R,,FY26,0,Stocks,0.0016,480.0,2025-12-13
Order,Stocks,USD,MSFT,"2026-01-30, 6:32:05",1,424,433.5,-424,-1,425,0,9.5,O,,FY26,0,Stocks,1.0,424.0,2026-01-30
Order,Stocks,USD,MSFT,"2026-02-09, 21:05:20",1,404,413.6,-404,-1,405,0,9.6,O,,FY26,0,Stocks,1.0,404.0,2026-02-09
Order,Stocks,USD,NFLX,"2026-01-22, 22:42:04",1,85.23,83.54,-85.23,-0.8553,86.0853,0,-1.69,O,,FY26,0,Stocks,1.0,85.23,2026-01-22
Order,Stocks,USD,NFLX,"2026-02-03, 21:34:27",1,82.69,79.94,-82.69,-0.8269,83.5169,0,-2.75,O,,FY26,0,Stocks,1.0,82.69,2026-02-03
Order,Stocks,USD,NU,"2026-01-22, 20:33:12",3,17.43,18,-52.29,-0.5229,52.8129,0,1.71,O,,FY26,0,Stocks,3.0,17.43,2026-01-22
Order,Stocks,USD,NU,"2026-02-10, 22:18:55",2,17.63,17.57,-35.26,-0.3526,35.6126,0,-0.12,O,,FY26,0,Stocks,2.0,17.63,2026-02-10
Order,Stocks,USD,NU,"2026-02-13, 20:00:01",2,16.96,16.82,-33.92,-0.3392,34.2592,0,-0.28,O,,FY26,0,Stocks,2.0,16.96,2026-02-13
Order,Stocks,USD,NVDA,"2025-07-07, 23:33:23",0.0005,158.73,158.24,-0.079365,-7.9379e-05,0.079444379,0,-0.0002,O;R,,FY26,0,Stocks,0.0005,158.73,2025-07-07
Order,Stocks,USD,NVDA,"2025-10-03, 23:30:00",0.0004,189.2,187.62,-0.07568,-7.5689e-05,0.075755689,0,-0.0006,O;R,,FY26,0,Stocks,0.0004,189.2,2025-10-03
Order,Stocks,USD,NVDA,"2025-12-18, 6:59:32",0.9991,171.64,170.94,-171.485524,-1,172.485524,0,-0.6994,O;RP,,FY26,0,Stocks,0.9991,171.64,2025-12-18
Order,Stocks,USD,NVDA,"2025-12-30, 1:30:01",0.0004,187.74,188.22,-0.075096,-7.5096e-05,0.075171096,0,0.0002,O;R,,FY26,0,Stocks,0.0004,187.74,2025-12-30
Order,Stocks,USD,OSCR,"2025-10-04, 5:57:29",-1,21.64,21.66,21.64,-0.216588,-21.091835,0.331577,-0.02,C,,FY26,0.331577,Stocks,-1.0,21.64,2025-10-04
Order,Stocks,USD,PLTR,"2025-09-25, 22:30:20",1,175,179.12,-175,-1.000022,176.000022,0,4.12,O,,FY26,0,Stocks,1.0,175.0,2025-09-25
Order,Stocks,USD,PLTR,"2025-10-04, 5:58:39",1,173.175,173.07,-173.175,-1.000022,174.175022,0,-0.105,IA;O,,FY26,0,Stocks,1.0,173.175,2025-10-04
Order,Stocks,USD,SHOP,"2025-08-21, 5:53:44",0.2331,137.24,137.29,-31.990644,-0.319912734,32.310556734,0,0.0117,FP;O,,FY26,0,Stocks,0.2331,137.24,2025-08-21
Order,Stocks,USD,SHOP,"2025-09-24, 5:55:31",1.7669,149.942691029,149.94,-264.93374078,-1.000038872,265.933779652,0,-0.0048,O;P;RPA,,FY26,0,Stocks,1.7669,149.942691029,2025-09-24
Order,Stocks,USD,UNH,"2025-08-06, 19:35:31",1,253.65,245.78,-253.65,-1.000022,254.650022,0,-7.87,O,,FY26,0,Stocks,1.0,253.65,2025-08-06
Order,Stocks,USD,UNH,"2025-08-15, 22:01:18",1,299.6,304.01,-299.6,-1.000022,300.600022,0,4.41,O,,FY26,0,Stocks,1.0,299.6,2025-08-15
Order,Stocks,USD,UNH,"2025-09-24, 23:32:05",0.0106,352.24,351.81,-3.733744,-0.003733977,3.737477977,0,-0.0046,O;R,,FY26,0,Stocks,0.0106,352.24,2025-09-24
Order,Stocks,USD,UNH,"2025-10-31, 19:08:39",1,344,341.56,-344,-1.000022,345.000022,0,-2.44,O,,FY26,0,Stocks,1.0,344.0,2025-10-31
Order,Stocks,USD,UNH,"2025-12-18, 1:32:04",0.0169,333.98,331.63,-5.644262,-0.005644262,5.649906262,0,-0.0397,O;R,,FY26,0,Stocks,0.0169,333.98,2025-12-18
Order,Forex,USD,AUD.USD,"2025-07-16, 19:30:33",-1496.93,0.6517,,975.549281,-3.0704,,,-2.583611,,,FY26,,Forex,-1496.93,0.6517,2025-07-16
Order,Forex,USD,AUD.USD,"2025-07-17, 7:00:00",1.193e-05,0.65303585,,-7.791e-06,0,,,0,,,FY26,,Forex,1.193e-05,0.65303585,2025-07-17
Order,Forex,USD,AUD.USD,"2025-08-06, 19:34:32",-496,0.6492,,322.0032,-3.09,,,-0.88788,,,FY26,,Forex,-496.0,0.6492,2025-08-06
Order,Forex,USD,AUD.USD,"2025-08-21, 5:53:44",-0.1,0.64314,,0.064314,0,,,-3.7e-05,AFx,,FY26,,Forex,-0.1,0.64314,2025-08-21
Order,Forex,USD,AUD.USD,"2025-08-21, 7:00:00",0.01016368,0.64354046,,-0.006540737,0,,,-2e-06,,,FY26,,Forex,0.01016368,0.64354046,2025-08-21
Order,Forex,USD,AUD.USD,"2025-08-25, 20:01:00",-497.74,0.64885,,322.958599,-3.0816,,,0.455935,,,FY26,,Forex,-497.74,0.64885,2025-08-25
Order,Forex,USD,AUD.USD,"2025-08-26, 7:00:00",0.00143632,0.64845448,,-0.000931391,0,,,-1e-06,,,FY26,,Forex,0.00143632,0.64845448,2025-08-26
Order,Forex,USD,AUD.USD,"2025-09-23, 6:40:11",-496.97,0.6599,,327.950503,-3.033,,,-0.059398,,,FY26,,Forex,-496.97,0.6599,2025-09-23
Order,Forex,USD,AUD.USD,"2025-09-23, 7:00:00",0.003,0.66015799,,-0.001980474,0,,,-1e-06,,,FY26,,Forex,0.003,0.66015799,2025-09-23
Order,Forex,USD,AUD.USD,"2025-09-25, 5:41:04",-996,0.6581,,655.4676,-3.0308,,,-0.279169,,,FY26,,Forex,-996.0,0.6581,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 5:41:54",-0.02,0.65789,,0.0131578,0,,,-1.2e-05,AFx,,FY26,,Forex,-0.02,0.65789,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 5:41:54",-84.66,0.65789,,55.6969674,0,,,-0.050737,AFx,,FY26,,Forex,-84.66,0.65789,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 5:44:01",-668.94,0.657890158,,440.0890426,0,,,-0.400735,AFx;P,,FY26,,Forex,-668.94,0.657890158,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 5:44:01",-0.08,0.6581525,,0.0526522,0,,,-1.6e-05,AFx;P,,FY26,,Forex,-0.08,0.6581525,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 7:00:00",0.00602153,0.65848849,,-0.003965111,0,,,-1e-06,,,FY26,,Forex,0.00602153,0.65848849,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 19:26:12",-1244.24,0.65995,,821.136188,-3.0382,,,11.277231,,,FY26,,Forex,-1244.24,0.65995,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 22:29:26",-1.53,0.65751,,1.0059903,0,,,0.008159,AFx,,FY26,,Forex,-1.53,0.65751,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 22:29:26",1.52,0.6581,,-1.000312,0,,,-0.009477,AFx,,FY26,,Forex,1.52,0.6581,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 22:30:27",-1.51,0.65691,,0.9919341,0,,,0.006667,AFx,,FY26,,Forex,-1.51,0.65691,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-25, 22:30:28",1.51,0.65755,,-0.9929005,0,,,-0.008145,AFx,,FY26,,Forex,1.51,0.65755,2025-09-25
Order,Forex,USD,AUD.USD,"2025-09-26, 7:00:00",0.0162204,0.65423621,,-0.010611971,0,,,-6e-06,,,FY26,,Forex,0.0162204,0.65423621,2025-09-26
Order,Forex,USD,AUD.USD,"2025-09-26, 7:00:00",-0.00324193,0.65380778,,0.0021196,0,,,-1e-06,,,FY26,,Forex,-0.00324193,0.65380778,2025-09-26
Order,Forex,USD,AUD.USD,"2025-10-13, 18:56:35",-1996.91,0.6523,,1302.584393,-3.09,,,2.557043,,,FY26,,Forex,-1996.91,0.6523,2025-10-13
Order,Forex,USD,AUD.USD,"2025-10-13, 20:07:43",-88.09,0.65214,,57.4470126,0,,,0.091164,AFx,,FY26,,Forex,-88.09,0.65214,2025-10-13
Order,Forex,USD,AUD.USD,"2025-10-13, 20:07:43",88.09,0.6527,,-57.496343,0,,,-0.166887,AFx,,FY26,,Forex,88.09,0.6527,2025-10-13
Order,Forex,USD,AUD.USD,"2025-10-14, 8:00:00",-0.00186002,0.65127442,,0.001211386,0,,,-1e-06,,,FY26,,Forex,-0.00186002,0.65127442,2025-10-14
Order,Forex,USD,AUD.USD,"2025-10-14, 8:00:00",0.00186002,0.65167544,,-0.001212132,0,,,-1e-06,,,FY26,,Forex,0.00186002,0.65167544,2025-10-14
Order,Forex,USD,AUD.USD,"2025-10-28, 21:17:52",-496.95,0.65575,,325.8749625,-3.0508,,,-2.141457,,,FY26,,Forex,-496.95,0.65575,2025-10-28
Order,Forex,USD,AUD.USD,"2025-10-29, 8:00:00",0.0008,0.65877757,,-0.000527022,0,,,0,,,FY26,,Forex,0.0008,0.65877757,2025-10-29
Order,Forex,USD,AUD.USD,"2025-11-20, 11:15:31",-996.91,0.6484,,646.396444,-3.0732,,,6.814398,,,FY26,,Forex,-996.91,0.6484,2025-11-20
Order,Forex,USD,AUD.USD,"2026-01-29, 22:30:47",-997.18,0.7036,,701.615848,-2.8406,,,-1.93792,,,FY26,,Forex,-997.18,0.7036,2026-01-29
Order,Forex,USD,AUD.USD,"2026-01-30, 6:32:35",511.63,0.70357,,-359.9675191,0,,,1.016074,AFx,,FY26,,Forex,511.63,0.70357,2026-01-30
Order,Forex,USD,AUD.USD,"2026-01-30, 6:32:35",-511.63,0.70298,,359.6656574,0,,,-1.444265,AFx,,FY26,,Forex,-511.63,0.70298,2026-01-30
Order,Forex,USD,AUD.USD,"2026-01-30, 9:00:00",0.00225242,0.70518767,,-0.001588377,0,,,-1e-06,,,FY26,,Forex,0.00225242,0.70518767,2026-01-30
Order,Forex,USD,AUD.USD,"2026-01-30, 9:00:00",0.00154758,0.70519149,,-0.001091342,0,,,0,,,FY26,,Forex,0.00154758,0.70519149,2026-01-30
Order,Forex,USD,AUD.USD,"2026-02-06, 18:36:20",-997.11,0.69575,,693.7392825,-2.887,,,-8.254027,,,FY26,,Forex,-997.11,0.69575,2026-02-06
Order,Forex,USD,AUD.USD,"2026-02-06, 22:14:40",-277.74,0.69749,,193.7208726,0,,,-1.610268,AFx,,FY26,,Forex,-277.74,0.69749,2026-02-06
Order,Forex,USD,AUD.USD,"2026-02-06, 22:14:40",277.73,0.69806,,-193.8722038,0,,,1.384561,AFx,,FY26,,Forex,277.73,0.69806,2026-02-06
Order,Forex,USD,AUD.USD,"2026-02-07, 9:00:00",0.00527553,0.70175046,,-0.003702103,0,,,-1e-06,,,FY26,,Forex,0.00527553,0.70175046,2026-02-07
Order,Forex,USD,AUD.USD,"2026-02-07, 9:00:00",0.00172447,0.70175495,,-0.001210158,0,,,-1e-06,,,FY26,,Forex,0.00172447,0.70175495,2026-02-07
Order,Forex,USD,AUD.USD,"2026-02-09, 21:05:50",1.43,0.70327,,-1.0056761,0,,,0.012298,AFx,,FY26,,Forex,1.43,0.70327,2026-02-09
Order,Forex,USD,AUD.USD,"2026-02-09, 21:05:50",-1.43,0.70269,,1.0048467,0,,,-0.013468,AFx,,FY26,,Forex,-1.43,0.70269,2026-02-09
Order,Forex,USD,AUD.USD,"2026-02-10, 9:00:00",0.0068302,0.70959846,,-0.0048467,0,,,-2e-06,,,FY26,,Forex,0.0068302,0.70959846,2026-02-10
Order,Forex,USD,AUD.USD,"2026-02-14, 9:00:00",4.90722112,0.70771225,,-3.472900497,0,,,-0.001377,,,FY26,,Forex,4.90722112,0.70771225,2026-02-14
Order,Forex,USD,AUD.USD,"2026-02-17, 6:21:06",-1002.08,0.7073,,708.771184,-2.8268,,,0.122454,,,FY26,,Forex,-1002.08,0.7073,2026-02-17
Order,Forex,USD,AUD.USD,"2026-02-18, 5:59:41",-1.42,0.70853,,1.0061126,0,,,-0.000275,AFx,,FY26,,Forex,-1.42,0.70853,2026-02-18
Order,Forex,USD,AUD.USD,"2026-02-18, 5:59:41",1.42,0.70912,,-1.0069504,0,,,-0.000908,AFx,,FY26,,Forex,1.42,0.70912,2026-02-18
Order,Forex,USD,AUD.USD,"2026-02-18, 9:00:00",0.00862321,0.70885468,,-0.0061126,0,,,-2e-06,,,FY26,,Forex,0.00862321,0.70885468,2026-02-18
